scope,key,period,speed_kmh,dwell_s,stop_delay_s,per_stop_time_s,terminal_hold_s,intercept_s,n_obs,rmse_s,se_speed_kmh
line,71路(红寺桥--友谊医院东),off_peak,79.99999999999996,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,471,351.10054486026075,12.37740015455551
line,72路(城南嘉园北--大北窑南),all,79.99999999999999,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,6842,419.62248262603737,3.380498718182721
line,72路(城南嘉园北--大北窑南),am_peak,39.26129094655506,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,1328,380.92271084935663,1.7796418197152832
line,72路(城南嘉园北--大北窑南),pm_peak,79.99999999999999,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,731,442.05592774068805,14.419797868570729
line,72路(城南嘉园北--大北窑南),off_peak,79.99999999999999,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,4754,383.74999806042734,3.1984205642566375
line,72路(大北窑南--城南嘉园北),all,77.08028054734474,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,6801,314.18402298314606,1.563618342750738
line,72路(大北窑南--城南嘉园北),am_peak,79.99999999999999,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,1026,333.1841416158833,7.322168207427164
line,72路(大北窑南--城南嘉园北),pm_peak,79.99999999999999,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,1066,342.6578082696749,4.417861941842458
line,72路(大北窑南--城南嘉园北),off_peak,74.78961980652771,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,4610,299.7398724168045,1.5965045400621434
line,73路(地铁海淀五路居站--阜成门),all,79.99999999992713,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,1188,369.0605422441001,12.220925628277623
line,73路(地铁海淀五路居站--阜成门),am_peak,34.489302333715166,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,240,328.75316299784936,6.749130246232047
line,73路(地铁海淀五路居站--阜成门),off_peak,79.99999999999899,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,808,351.00296446323614,10.86078578809641
line,73路(阜成门--地铁海淀五路居站),all,79.99999999999999,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,883,298.29405285677416,9.108460580762825
line,73路(阜成门--地铁海淀五路居站),am_peak,79.99999999999999,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,196,364.2953007469976,17.090207685528313
line,73路(阜成门--地铁海淀五路居站),off_peak,79.99999999999999,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,555,274.8671642391681,9.195200503417377
line,74路(菜户营西路--颐和园新建宫门),all,51.22161567007476,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,4193,624.5547758320599,2.2997612481064125
line,74路(菜户营西路--颐和园新建宫门),am_peak,25.174524213836293,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,1333,703.7187396084115,0.845293612774914
line,74路(菜户营西路--颐和园新建宫门),pm_peak,79.99999999999999,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,545,235.2190667086735,4.193113385452326
line,74路(菜户营西路--颐和园新建宫门),off_peak,72.26025484875406,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,2291,414.2126116917739,2.5931009014117574
line,74路(颐和园新建宫门--菜户营西路),all,53.98084191775953,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,4181,391.377927526395,1.4816471492080958
line,74路(颐和园新建宫门--菜户营西路),am_peak,79.99999999999999,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,579,321.7433917773381,6.307943306035633
line,74路(颐和园新建宫门--菜户营西路),pm_peak,35.780315155214254,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,973,397.0964434241003,1.1029103985091584
line,74路(颐和园新建宫门--菜户营西路),off_peak,64.73816337082349,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,2583,363.37180152241416,2.199720006196098
line,75路(和平东桥--康家沟),all,30.00000260677596,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,4655,273.57034962388093,0.42176679162368375
line,75路(和平东桥--康家沟),am_peak,26.87371396239871,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,1145,273.8163958448908,0.5951644654438532
line,75路(和平东桥--康家沟),pm_peak,24.767924268804755,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,695,258.2710687567754,0.6771610531593087
line,75路(和平东桥--康家沟),off_peak,34.45471506567973,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,2722,246.45729621211936,0.5914629536616686
line,75路(康家沟--和平东桥),all,50.15373472292742,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,4050,216.69650522998333,0.7760639245797155
line,75路(康家沟--和平东桥),am_peak,45.82508078853511,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,679,201.46028444158654,1.8909576993928323
line,75路(康家沟--和平东桥),pm_peak,38.088981550490814,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,838,223.24392482163657,1.069409336561407
line,75路(康家沟--和平东桥),off_peak,59.2565790604271,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,2488,177.2071245789882,1.0034044198106253
line,76路(张仪村公交场站--核桃园东街),all,36.04398784850704,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,2240,300.9561346719191,0.8046965723989002
line,76路(张仪村公交场站--核桃园东街),am_peak,27.168552695110296,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,539,384.1464391334986,1.5885074019689391
line,76路(张仪村公交场站--核桃园东街),pm_peak,44.03686339933635,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,362,154.357511805873,1.7143284059490154
line,76路(张仪村公交场站--核桃园东街),off_peak,38.97098518169671,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,1331,259.02365110015546,0.9104131606797267
line,76路(核桃园东街--张仪村公交场站),all,37.985931224541545,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,3544,335.6181407362511,0.8967670794918647
line,76路(核桃园东街--张仪村公交场站),am_peak,31.210337998442846,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,741,371.9720237960707,1.6116268908629527
line,76路(核桃园东街--张仪村公交场站),pm_peak,36.412538887264716,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,575,283.21867102600834,1.5711357715562946
line,76路(核桃园东街--张仪村公交场站),off_peak,43.87489465034301,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,2170,318.5122481576057,1.1735657537992679
line,77路(外文印刷厂西门--晓月苑小区),all,72.36079529487648,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,2977,218.74401871493944,2.283375205110777
line,77路(外文印刷厂西门--晓月苑小区),am_peak,79.99999999999999,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,381,211.5206977702068,9.206076366046942
line,77路(外文印刷厂西门--晓月苑小区),pm_peak,63.47873827927244,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,428,227.44173348072033,5.087965355087672
line,77路(外文印刷厂西门--晓月苑小区),off_peak,74.45269990929943,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,2122,213.74961039303525,2.708835840753173
line,77路(晓月苑小区--外文印刷厂西门),all,56.07047869274266,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,3613,422.01599371340916,1.9696982081100431
line,77路(晓月苑小区--外文印刷厂西门),am_peak,21.98520588561809,25.0,93.26415894091743,118.26415894091743,79.72840288222753,0.0,896,382.8070227828598,1.0144749534207873
line,77路(晓月苑小区--外文印刷厂西门),pm_peak,74.07676971144981,25.0,84.8795250515198,109.8795250515198,79.72840288222753,0.0,541,513.8092082973119,5.987952555443095
line,77路(晓月苑小区--外文印刷厂西门),off_peak,77.37462130885264,25.0,74.30910888293965,99.30910888293965,79.72840288222753,0.0,2166,242.0341697802057,2.6768895658646845
line,78路(核桃园东街--鲁谷公交场站),all,63.99145226582407,25.0,77.05569215586958,102.05569215586958,79.72840288222753,0.0,3237,257.15763859139065,1.631362964596005
